Student_ID,Extracurricular_Activity,Weekly_Hours
78b2b5493bdb409eacc216a01bbc91f7,Sports,7
f1738856e25d46eb9e9a9f83066803ee,Debate Club,10
9c2e58deea4e461793f8382b8fb864e4,Drama,6
a2a9d4d8102e4de5a5cc8bf738ab854c,Art,5
b379cb1ee8cd40ccb6da3ca0d2e82f38,Literature club,5
1dde7969688643dba6348e784d5c55c7,Literature club,4
0986bbebf23e423d8b9bd93423c86d30,Literature club,4
1dba12677e1c45a1bef518a64dead645,Debate Club,7
899ca782e3234d1abc1bdacc18e19331,Literature club,6
5efa9c5b74214f46a37e4b0122bae10e,Literature club,5
b24cc64fbe3e4e57b30a9e32aba4fc03,Sports,10
965befdf6b4b44118a4a0e2df22b5b98,Art,9
e2aa7a5d278e400dba0266efbe055787,Jet club,6
d56ce8ea19594b5aa7a8f6366a35df59,Press club,6
f065c817687a48509d9b62317d45d8ef,Press club,5
b0b63bcf08604833879d0cdaf396ea37,Press club,2
71d7966571814dcfb79efc6e5edb0d3c,Sports,4
5cd8fe1adafe48a9bc71e0bef3579560,Sports,10
5e09a9eeaf884decbb1e143b196f4dfa,Jet club,10
a5135ea0fa53434da6d5901d8b621d41,Art,9
46a02a9b65ec4acd8f8035f55bd20c98,Literature club,2
f2f25eef1f454bfdb7dc67e030974b2b,Literature club,6
1777e8cb74684b9892fe2fded918b3e5,Drama,9
a3b5cecea4464e72b64c911aa9ab364a,Press club,8
0cf2b69b05774ea9b899924698de8ebb,Debate Club,2
fd235def3e5a47e39560db22c96b5edb,Art,9
34885a4690884eaf89776598203c8c25,Sports,7
8de08fc2c3e14a85946ef10411906f50,Press club,5
d0243d723748467f961d33ba350843f0,Jet club,10
c63d04ee541c4a86bba5cd2fdea45c19,Drama,1
989240ace68943a989e48e8c25c61c45,Art,5
fbe94499dbc040fd86fb7bf300b9d4a3,Press club,10
8a4b8f7c21474a15bcce96f6250a4578,Jet club,1
1c24220e2cab47e78c6b66e5402adf9c,Sports,7
21bddb41069947319dcf8766a93b12cd,Press club,10
c9d6a63bca3c4f5f9bb5c40c03cde2e3,Literature club,7
040a3aae52e24fd996bf10ab3ce915e7,Sports,9
20733f6d0d6a45b383ef20162c9b662e,Drama,9
1d181ee986ad4a8cabc4123ebde13c1b,Literature club,7
72c22a1679eb4168904556e5bee3eb79,Jet club,4
97fa7f04836340079cae9610c72c1fe3,Jet club,8
38b77c0780fb4296b3b6a09b1beaf6ac,Drama,9
ba2c98ce0b19488e9d77a45ef206c269,Press club,8
a8addf36ddf245eba8a3f341c8819065,Art,6
a4b1f991754246468d37a539857dd3b3,Jet club,2
ffa361be0f9240e187f97d05f6ca6b8b,Sports,5
6d20449666d0437198e88ebb7a9e8eef,Jet club,9
b65feea97d8242649ba362e7afa415e5,Press club,9
e63658c912d0498db18d4d05e8e22743,Sports,4
25f934bf9bb941559275eb9414aeaf5c,Art,3
9fd34579466742cea04e178c10d08d11,Art,8
b64fa54a8c61465495da75c1a21150f9,Drama,5
98eeac2bfe9f4caaa182f347533f5a72,Sports,8
816bcb9f742641938b7e6b3c87d292a6,Jet club,8
cb08587d1963426dae218b099afd4015,Sports,3
a79b44b6da504fed9d4a3d81b3a7d0e0,Press club,2
8d244e3ec4da4ddba0b15abaa6a27967,Jet club,9
6e191042370b40639d90e79eb888f6ed,Press club,5
69efafb13a7e4e14a359eee173991a47,Art,7
66132e697418410993d1bf0f56c438e4,Press club,9
50032b3518574bafbac7e2b96a7e4c36,Sports,5
4140752caa44425990018b7b6d4067f4,Art,1
afd380c42713482cb41ea3ac5fd23109,Art,6
175a81ec112f4612b9699ed2ec48bf55,Sports,6
6e8f75a117dd4d8195da705cd4ef00aa,Literature club,4
5f65c8cebd214c11be9d61ee18b87245,Literature club,1
0f5ae9d38e6e4003a14f3f12cfd01cbd,Drama,4
8fca7b6a8fc44092b4e559e596229348,Drama,5
692ac1391f4a4ca1ab85fd595463adc7,Debate Club,9
f0ede303aa53419c9fa4bb9f5a856750,Art,7
ea74bb18de3b496fac4596f6c012a0ff,Sports,6
49a214aef7e848e58d2b91efb8976ec5,Press club,10
1a85910d5a054c118ffca6b199b479d4,Drama,7
279c658a36764ce581e5c9f693f277cc,Drama,2
d8e7012f39684c81bb70c3b8a81fdec3,Debate Club,1
8e676a01d86a446099a1120e1bb43332,Art,5
47503f1dc33a4f6c9d691fba5e187b24,Debate Club,7
6dda4f8dcea64f4cb9e58ff092f837d4,Literature club,3
c4767556f97b42dd8f9b72aed85c16bd,Jet club,4
accb461a9d1343639f294a8bd1846c39,Literature club,3
9be7173706b842318e867f3ca487eeab,Literature club,9
b18753e6d4574ad9a867a096edd877c8,Drama,5
45f50c522e2f4f77876979d644777442,Jet club,8
ebe9e2074f194ec0832d4526b3e4110a,Jet club,3
2e7098380190462099dcabd056febfb9,Art,6
a847bce790fa4b57a4ac2130deaf528d,Jet club,6
bdb025ff245145a491d059b26699cd99,Literature club,5
177d6e7e07d944ceb8c88faea2178f84,Sports,9
604e46cb371242d187cdb6a1bf012e32,Sports,3
284bf96257444596b42221676b7a2460,Drama,1
530ac1c7b8ba43688fc777685ebbcca5,Press club,7
98a21f1c914d4faeb10013a7c6deb2f0,Drama,2
27d415b60d7745a0a222b6a615bfbe97,Press club,6
0cbd3c039e2a44ac8122b5b3284c03d2,Press club,1
716fda0a45a8482994e286e5ac8936bc,Debate Club,6
9b69554d7c54435fac8c3b6aa974d079,Literature club,8
372f871a45ee432daa07f2137129cec7,Press club,3
585d3f861d2344e6832920b7c143f426,Art,2
ad9fb00d4882473c9c6345ab6e0ed1e8,Sports,8
86e527537c9346cc97d7a560adb14670,Art,3
3873e57f0ba048e88ef492c1aac93316,Press club,9
